calisma_sekli,departman,egitim,genel_nit_is_tanimi,ilan_baslik,label,sehir,sektor,sirket_adi,tecrube
,,,"Garanti BBVA,, Çağrı Merkezi Müdürlüğünde, bizimle birlikte,“,Teknik Hizmetler / Yazılım Geliştirme Yetkilisi,”, olarak çalışabilecek ekip arkadaşı arıyoruz., , GENEL NİTELİKLER , ,·,         ,Üniversitelerin  tercihen Bilgisayar Mühendisliği, Yazılım Mühendisliği, Bilgisayar Programcılığı, Matematik  bölümlerinden mezun olan,,·,         ,Minimum 1 yıl benzer bir alanda iş deneyimi olan,,·,         ,.Net platformu (C#, ASP.NET, ASP.NET MVC, Visual Basic,  WebForms, WinForms)  üzerinde bilgi, tecrübe ve geliştirme tecrübesine sahip,,·,         ,MS SQL(Procedure, View,  Function, Index) hakkında tecrübeli,,·,         ,Entity Framework, Linq teknolojilerine hakim,,·,         ,Object Oriented programlama(OOP) konusuna ve çok katmanlı mimarilere hakim,,·,         ,Kurumsal yazılım geliştirme yönetimi ortamında (Git) çalışmış,,·,         ,Devexpress, Html, Css, Jquery, JavaScript bilgisi olan,,·,         ,Görsel çalışmalar için Photoshop bilen,,·,         ,Ekip çalışmasına yatkın, sonuç odaklı ve iletişim becerileriniz kuvvetli,,·,         ,Güçlü problem çözme ve analitik düşünme yetkinliklerine sahip,,·,         ,Yeni teknolojileri yakından takip ederek öğrenmeye, kendini geliştirmeye açık, araştırmacı ve kendini yenileyen,, , ,İŞ TANIMI, ,Çağrı Merkezi bünyesinde kullanılan bilgisayarlara ve sistemlere bakım desteği, kullanıcılara yazılım ve donanım desteği vermekten ve kullanılan sistemlerin/programların yöneticiliğini yürütmekten sorumludur. , ,·,         ,Çağrı Merkezi dahilinde hizmet veren iş akışı ve intranet uygulamaları, yazılım platform ve modüllerinin ihtiyaçlar doğrultusunda proje bazlı tasarım ve geliştirme faaliyetlerini yürütmek,,·,         ,Geliştirilen uygulamalarda ihtiyaç duyulan veritabanı tasarım ve güncellemelerini yerine getirmek,,·,         ,Kurumsal intranet ve uygulamaların geliştirilmesi ve yaygınlaştırılmasını sağlamak,,·,         ,Kullanıcı talep ve ihtiyaçları doğrultusunda mevcut yazılım uygulamalarında gereken geliştirme ve revizyonları değerlendirerek yazılım çözümleri sunmak, teknik ve kullanıcı desteğini sağlamak,·,         ,Geliştirilen uygulamaların sağlıklı bir şekilde uygulamaya alınmasını sağlayarak, ilgili tüm süreçlerde gereken kontrol ve faaliyetleri yerine getirmek,·,         ,Çağrı Merkezi geliştirme platformları için gereken teknolojik tasarımları yaparak en doğru yazılım altyapısını kullanacak şekilde sistemsel gelişim sağlamak,,·,         ,Çağrı Merkezi kullanıcılarının yaşadığı yazılım sorunlarını çözümlemek, gereken durumlarda Garanti Bankası Teknoloji Merkezi’ne bildirilmesini sağlamak,,·,         ,Çağrı Merkezi dahilinde kullanılan raporlama, ses kayıt, asistan kampanya ve grup tanım ve yönetim uygulamalarına destek vermek., ",Yazılım Geliştirme Yetkilisi,banka_sigorta,,,Garanti BBVA,
,,,"Elektronik Komponent tedariğinde Türkiye lideri olan firmamızda E ticaret birimimizde Yazılım Personeli olarak görev alacak ekip arkadaşı aramaktayız. ,Üniversitelerin ilgili bölümlerinden mezun veya konu ile ilgili kendini yetiştirmiş,, ASP . NET ,MVC, WCF , LINQ to SQL , Dapper,,, ,Entity Framework, gibi teknolojilere hakim,,Çok Katmanlı mimari bilgisi olan,,HTML5, CSS3, JavaScript / jQuery teknolojilerine hakim,,C#/.NET ile uygulama geliştirmede ,en az 3 yıl, deneyimi bulunan,,Bootstrap konusunda bilgili ve tasarım yapabilen,,MS SQL server veri tabanı üzerinde uygulama geliştirmiş, İleri derecede SQL bilgisine sahip,,Mobil uygulama için tasarım / yazılım ve web servis geliştirmeleri yapabilecek,,Sürücü belgesine sahip aktif araç kullanabilen ve seyahat engeli olmayan,,Erkek adaylar için askerlik ile ilişiği olmayan,,Sigara kullanmayan adayların başvurularını bekliyoruz.,Tercihen  ,Aspect Oriented bilgisi olan,Unit Test tecrübesi olan,Mobil proje deneyimi olan,Asenkron programlama deneyimi olan,LOGO Obj. Entegrasyon deneyimi olan,NOSQL Tabanlı Uygulama Tecrübesi olan,Docker konusunda deneyimli adaylar tercih edilecektir",Yazılım Personeli,banka_sigorta,,,ÖZDİSAN ELEKTRONİK PAZARLAMA SAN VE TİC.A.Ş.,
,,,"Uçak ve gemi radar sistemlerinin kurulumu, servisi ve bakımı ile ilgililenen firmamıza; İzmir'de gemi radarlarında yazılım yapacak, porting konusunda uzman ve deneyimli, programlamada ""Seaspeak"" bilen ve VxWorks işletim sistemini iyi bilen bir yazılım mühendisi arıyoruz.",Yazılım Mühendisi,banka_sigorta,,,Conex Entegre Sistemleri,
,,,"Üniversitelerin Mühendislik bölümlerinden mezun,,En az 5 yıllık orta katman sistem yönetimi, devops veya Unix/Linux sistem yönetim deneyimi olan,,Unix/Linux sistemlerinde ileri derece bilgi sahibi,,Container orchestration araçları hakkında bilgi sahibi (Kubernetes,Openshit vb),,Configuration Management ve teknolojileri hakkında bilgi sahibi (Jenkins,git vb),,CICD pipeline tasarımı ve geliştirmesi konularında bilgi sahibi,Log yönetimi konusunda bilgi sahibi, ,Uygulama sunucusu yönetimi konusundan deneyimli (Weblogic,WebSphere ... vb,),Sanallaştırma, SOA, önbelleğe alma, sıralama, Network , RDBS ve cloud konseptleri gibi teknik konularda bilgi sahibi,,Uygulama performans izleme ürünleri konusunda deneyim sahibi,,Log yönetimi ve ELK stack hakkında bilgi sahibi,,Uygulama sunucularının rutin görevlerini denetleme ve otomasyon uygulamak için Python ve Bash yazımlarında yazılı metin geliştirebilen,,Load Balancing, High Availability ve Clustering teknolojileri konusunda bilgi sahibi,,Kurumsal kültüre uygun aynı zamanda iyi bir takım oyuncusu,,Birden fazla proje ve iş sure bitiminin üstesinden gelebilen,,İletişime açık, performans odaklı,,İyi derece İngilizce bilgisine sahip.,İŞ TANIMI:,n11.com altyapısında bulunan tüm uygulama sunucuları ve orta katman bileşenlerinin yönetimi,,İhtiyaçlar doğrultusunda bu sistemlerin, kapasitelerinin planlanması ve performans ayarlamaları,,Uygulama sunucuları ve orta katman bileşenlerinin günlük denetimi, performans ve lisan takiplerinin yapılması,,Üst yönetime, raporlamaların düzenli olarak ya da talep edilmesi durumunda şeffaflıkla yapılması,,Bağlanılan, yönetilen tüm sistemlerin her türlü şifre ve erişim bilglerinin özenle muhafaza edilerek, korunmasının sağlanması,,Üretim ortamı uygulamaları 7/24 saat esasına göre çalışır ve kullanılır durumda olmasını sağlamak ve müşterilere yansıyacak problemleri minimize etmek,,Şirkette karar destek mekanizmalarında kullanılan çok çeşitli rapor ve “dashboard” ların sağlıklı bilgi içerecek şekilde ve kesintisiz olarak çalışmasını sağlamak,,Pazar dinamikleri ve piyasa ihtiyaçları doğrultusunda e-ticaret platformuna yeni eklenen fonksiyonları geliştirip test etmek için gerekli olan development, test, staging (pre-prod) ortamlarını yürütmek,,Testleri tamamlanan yeni uygulamaların kullanıma alınmasıyla ilgili “deployment” süreçlerinin onayı ve takibini yürütmek.",Kıdemli Orta Katman Yöneticisi,banka_sigorta,,,Doğuş Planet Elektronik Tic. Ve Bil. Hiz. A.Ş.,
,,,"Ankara'da Kamu Projelerimizde bizi temsil edecek, büyüyen kadromuza dahil olacak yeni takım arkadaşları arıyoruz., ,- Üniversitelerin Bilgisayar Mühendisliği veya dengi bölümlerden mezun,,- C# ile Microsoft .NET uygulama geliştirme konusunda ileri deneyime sahip,- Konusunda en az 5 yıl tecrübeli ,- İş ihtiyaçlarını tanıma, analiz etme, tanımlama, doğrulama ve yönetme uygulamalarıyla ilgili güncel uygulamaların bilgisi ve bunları pratikte uygulama yeteneğine sahip,- ASP.NET WebForms, ASP.NET MVC ve Web API teknolojilerinde tecrübeli,- Oracle, MS SQL Server veri tabanlarından en az birinde deneyimli,- ORM'ler (entity framework, nhibernate vs.) hakkında bilgi sahibi,- Microsoft TFS süreçleri konusunda bilgi sahibi ,- Kaynak kontrol yazılımları (SVN, TFS, GIT vs) kullanarak proje geliştirmiş,- Nesne yönelimli programlama (OOP), Servis yönelimli mimari (SOA), tasarım desenleri (Design Patterns), Çok katmanlı uygulama geliştirme, Test Otomasyonu, DevOps, Continuous Delivery ve Continuous Deployment konularına hakim çalışma arkadaşları arıyoruz.",Yazılım Uzmanı (.NET) - Ankara,banka_sigorta,,,ADEO Bilişim Danışmanlık Hizmetleri San. ve Tic. A.Ş.,5 - 9 yıl tecrübeli adaylar
,,,"Şirketimizin ,Ayazağa, ofisinde görevlendirilmek üzere aşağıdaki niteliklere sahip takım arkadaşı aramaktayız.,Bilgisayar Mühendisliği yada ilgili bölümlerden mezun,,En az 3 yıl tecrübeli,,C#, ASP.NET, SOAP, REST & WCF Service, WebAPI, SQL ve Git konularında bilgi sahibi,,Object Oriented kavramı ve yazılım mühendisliği teknolojileri hakkında bilgi sahibi (test driven development, design patterns vs), ,Continuous integration pratiklerine hakim,,High available & Scalable uygulama geliştirme yetkinliği olan,,Mevcut projelerde bakım, iyileştirme ve hata çözümüne katkıda bulunacak,,Agile metodolojilerine hakim ve agile takım üyesi olmak isteyen,,Yeni teknolojileri öğrenmek konusunda istekli,,Güvenli Yazılım Geliştirme konusunda tecrübeli,,Çevik ortama ayak uydurabilecek, çözüm odaklı, ve ekip çalışmasına yatkın,,İngilizce yazılı ve sözlü iletişim kurabilen ,İhtiyaç halinde Java uygulama geliştirmesi yapabilmek, Ödeme Sistemleri uygulamaları konusunda bilgi sahibi olmak tercih sebebidir. ",Kıdemli Yazılım Uzmanı (.NET),banka_sigorta,,,PAYCORE,
,,,"Bilkent Holding’e bağlı faaliyet gösteren Tepe Güvenlik A.Ş. Türkiye’nin en hızlı büyüyen güvenlik firması olarak emin adımlarla ilerlemektedir. Tepe Güvenlik, kişi ve kurumlara yönelik özel elektronik güvenlik çözümleri, alarm sistemleri ve Alarm İzleme Merkezi ile elektronik güvenlik alanında Türkiye genelinde hizmet sunmaktadır. Dünyadaki teknolojik gelişmeleri takip eden Tepe Güvenlik A.Ş., uzman mühendis kadrosu ile elektronik güvenlik alanında hizmet vermektedir. ,• Üniversitelerin ilgili bölümlerinden mezun, ,• Web uygulamaları geliştirme konusunda 2 yıl deneyim sahibi, ,• Literatürü takip edebilecek derecede İngilizce bilgisine sahip, ,• .NET Framework teknolojileri ile birlikte C#, ASP.NET MVC, Entity Framework, LINQ ile çalışmış, ,• Web teknolojilerine hakim (HTML, CSS ,Bootstrap , Jquery,Javascript), ,• Front-End framework bilgisi olan (Angular , ReactJS gibi), ,• RESTful API ve SOAP servisler geliştirmiş, ,• Tercihen Android veya IOS ortamlarında uygulama geliştirme konusunda bilgi sahibi, ,• Yoğun çalışma temposuna ayak uydurabilecek, ,• Stres yönetimi ve problem çözme konusunda başarılı, ,• Takım çalışmasına yatkın, ,• Erkek adaylar için askerlik görevini tamamlamış, ,• Kurum aidiyet kültürüne sahip ,İstanbul lokasyonumuzda görevlendirilmek üzere kariyerinde başarı dolu adımlarla ilerlemek isteyen çalışma arkadaşı arıyoruz. ,İş Tanımı: , • İhtiyaç duyulan uygulama , geliştirme veya iyileştirmelerin, bağlı bulunan ekip ve yöneticilerle birlikte analiz ,geliştirme, test ve kurulumlarını yapmak. ,• Gerektiğinde müşteri isteklerini analiz ederek, konuyla ilgili geliştirme ve iyileştirmeleri yapmak. ,• Mevcut uygulama, yazılım ve servislere bakım ve revizyon yapmak. , ,Tepe’li Olmak istersen şimdi tam zamanı! ",Yazılım Uzmanı,banka_sigorta,,,Tepe Güvenlik A.Ş.,
,,,"Bizimle kariyere katılmaya var mısın?,Biz Türkiye Finans ailesinde birlikte üretip başarmanın değerini biliyor, ortak değerlere dayanarak sürekli ilerliyoruz.,Bilgi Sistemleri Direktörlüğümüze bağlı Sistem Uzmanı olarak yerini almaya hazır mısın?,• Üniversitelerin Bilgisayar Mühendisliği veya ilgili bölümlerinden mezun,,• Orta katman uygulama yönetimi konusunda ""en az"" 3 yıl tecrübeli,,• Microsoft Windows İşletim Sistemleri 2008/2012/2016 yönetimi konusunda tecrübeli,,• Tercihen MCSA , MCSE , MCITP sertifikalarına sahip,• Linux işletim sistemi konularında temel seviyede bilgi ve tecrübe sahibi,,• IIS, Weblogic, Tomcat, Apache gibi orta katman platformlarında yönetim yapabilecek düzeyde bilgi ve tecrübe sahibi,,• Microsoft Active Directory , DHCP , DNS ve diğer servisler hakkında bilgi sahibi,,• Sanallaştırma platformları (Vmware) konusunda bilgi sahibi,,• Temel düzeyde network bilgisine sahip,,• İyi derecede İngilizce bilen,,Bu niteliklerin seni anlattığını düşüyorsan başvurunu yap, Türkiye Finans'la hayata katıl.,İŞ TANIMI,• Uygulamaların kurulum, bakım ve güncelleme operasyonlarının yapılması,,• Uygulamaların ve sunucuların performanslarının takip edilmesi ve kapasite planlarının yapılması,,• Sistem sürekliliği, felaket kurtarma merkezi kurulumlarını ve testlerini yapılması,,• Sistem sürekliliğini sağlayacak proaktif çalışmaların yapılması,,• Sistemlerin 7x24 kesintisiz çalışması için gerekli tüm izleme, problem yönetimi ve çözüm aktivitelerinin yerine getirilmesi işlerinden sorumlu olacak çalışma arkadaşı arıyoruz.",Sistem Uzmanı,banka_sigorta,,,Türkiye Finans Katılım Bankası,
,,,"Her çalışanın bireysel etkisinin öneminin bilinciyle, Yeni Nesil Kargo şirketimize değer katacak takım arkadaşları arıyoruz.,Türkiye’nin önde gelen lojistik firmalarından Ekol Lojistik bünyesinde, kargo alanında hizmet vermek üzere yeni bir yapılanma oluşturduk. Oluşan çekirdek ekibimizi güçlendirmek için, yeni takım arkadaşları arıyoruz. Bu aşamada, aramıza yeni katılacak arkadaşlarla, hız kazanarak ilerlemek istiyoruz. Aramıza katılacak arkadaşların, kullandığımız teknolojiler konusunda bilgi sahibi olmasını, takıma kısa zamanda uyum sağlayarak üretken olmasını bekliyoruz. Yeni Nesil Kargo yapısının eşsiz teknolojisiyle yürütülen operasyonlarının keyfini, yeni takım arkadaşlarımızla birlikte yaşamak istiyor, aramıza yeni katılacak arkadaşlarla, hız kazanarak ilerlemek istiyoruz.,NİTELİKLER,Üniversitelerin Mühendislik veya Matematik Bölümlerinden mezun,,Minimum 3 senelik yazılım deneyimi bulunan,,Güçlü iletişim ve problem çözme yeteneklerine sahip,,Teknolojiyi ve yenilikleri takip eden, öğrenmeye ve gelişmeye açık olan.,C# ile en az bir kurumsal ölçekli yazılım projesinde backend deneyimine sahip,,Çevik ve yalın yazılım ürünü geliştime bilgisine sahip,,Tercihen İngilizce bilen,,İŞ TANIMI,Bireysel katkılarla güçlendirilen ancak ekip olarak sahiplenilen yazılım projelerinde uygulama geliştirme,,Teknik problemi en yalın şekilde çözen, gurur duyulan ve güvenilen kodlamalar sonrasında yine de birim testlerini hazırlamak ve çalıştırmak,,Mevcut uygulamaların desteğini vermek, kullanıcı taleplerini değerlendirmek, talep edilen ek geliştirmelerin uygunluğunu analiz etmek, kurulu yapıya en uygun olacak şekilde geliştirmeleri planlamak, gerçekleştirmek,,Yazılım geliştirme yaşam döngüsü konusunda DevOps ekibi ile birlikte çalışmak.,Geleceğin kargo şirketinin bir parçası olmak istiyorsanız, SİZİ BEKLİYORUZ!,Ekol Ekspres Kargo, bir Ekol Lojistik grup şirketidir.",Yazılım Geliştirme Uzmanı,banka_sigorta,,,Ekol Ekspres Kargo,
,,,"Üniversitelerin ilgili mühendislik bölümlerinden mezun (Bilgisayar Mühendisliği, Yazılım Mühendisliği, Matematik Mühendisliği, Elektrik-Elektronik Mühendisliği vb.) ,Microsoft ASP.Net, C# platformlarında tecrübeli ,ASP.NET, MVC, WCF, Javascript, Entity Framework gibi teknolojilere hakim ,Nesneye dayalı tasarım ve programlamaya ileri düzeyde hakim ,Oracle ya da benzeri bir ilişkisel veri tabanı ile çalışmış, SQL konusunda tecrübeli, veritabanı modelleme konularına hakim,RESTful servisler ve SOAP tabanlı web servisler geliştirme tecrübesine sahip ,Tercihen bir Source Control yazılımı (GIT, SVN, CVS, SourceSafe, TFS) kullanarak proje geliştirmiş ,İŞ TANIMI,IT alanında danışmanlık ve proje hizmetleri vermekte olduğumuz kurum müşterilerimizde konumlandırılmak üzere çalışabilecek .NET Developer takım arkadaşları aramaktayız. , ",.NET DEVELOPER,banka_sigorta,,,Inspirit Bilgi Teknolojileri Yazılım Danışmanlık,
,,,"Üniversitelerin İlgili bölümlerinden mezun,Konusunda en az 5 yıl tecrübeli,Script dillerinden ve kütüphanelerinden en az birini bilmek ve proje geliştirmek konusunda tecrübeli olmak,En az bir programlama diline hakim olmak,T - SQL ve PL- SQL bilgisine sahip.,HTML / HTML5 , CSS konusunda ileri düzeyde bilgi sahibi,Data visualization konusunda bilgi sahibi,Tek başına Android veya İOS ortamında native  olarak orta ölçekli proje geliştirmiş olmak,Analitik düşünme ve problem çözme yeteneklerine sahip,Yeni teknolojilere ve gelişime açık,Askerlik ile ilişkisi olmayan,Tekirdağ, Çorlu, Lüleburgaz'da ikamet eden veya edebilecek Bilgisayar Mühendisi alınacaktır.",Bilgisayar Mühendisi,banka_sigorta,,,TORAMAN TEKSTİL DERİ ve İNŞ.SAN.TİC.LTD.ŞTİ.,
,,,"GENEL NİTELİKLER:,- Üniversitelerin ilgili bölümlerinden mezun,,- Java programlama diline hakim,,- Spring Framework, SQL, JSF konularında bilgi sahibi,,- Sürekli öğrenmekten ve araştırmaktan keyif alan,,- Karmaşık problem çözme yeteneğine sahip,,- Ekip çalışmasına inanan,,- Zaman ve görev bilincine sahip,,- Erkek adaylar için askerlik hizmetini tamamlamış ya da en az 2 yıl tecil ettirmiş.,Aşağıdaki konulardan bir ya da birkaçı hakkında bilgi sahibi olmak bir artıdır.,- Primefaces,- Asp.Net Web Forms, ,- Apache Cordova,- Ionic Framework, Angular,- React, Node.js,İŞ TANIMI,Yazılım sektöründe faaliyet gösteren şirketimizin Ankara Genel Müdürlük bünyesinde görevlendirilmek üzere çeşitli kurumsal web ve mobil uygulamalarda görev alacak, projelerin tasarım, geliştirme ve bakım süreçlerinde yer alacak, öğrenmeye istekli, çalışkan çalışma arkadaşları aranmaktadır.",Yazılım Uzmanı,banka_sigorta,,,Eşkom Bilgisayar San. Tic. A.Ş.,
,,,"GENEL NİTELİKLER, ,Yapı Kredi Bankası Bankacılık Üssü’nde, Kurumsal Risk ve Yasal Raporlama Yazılım Geliştirme ekibinde,Yazılım Geliştirmeci, olarak görev alacak takım arkadaşları arayışımız bulunmaktadır., ,·,        ,Üniversitelerin 4 yıllık Bilgisayar Mühendisliği bölümlerinden mezun,,·,        ,Benzer pozisyonda en az 2 yıl deneyimli,,·,        ,ETL/DWH teknolojileri hakkında bilgi sahibi,,·,        ,SQL konusunda deneyimli,,·,        ,Büyük veri işleme alanında bilgi sahibi veya bu alanda kendini geliştirmek isteyen,,·,        ,Tercihen Oracle DB bilgisi olan,,·,        ,Tercihen Kredi Riski ve Raporlaması konularında bilgi sahibi,,·,        ,Analitik düşünme ve problem çözme yetkinliğine sahip,,·,        ,Takım çalışmasına yatkın, yazılı ve sözlü iletişim konusunda başarılı,,·,        ,Değişime ve öğrenmeye istekli,,·,        ,Yaratıcı ve sonuç odaklı,,·,        ,İyi derecede İngilizce bilen,,·,        ,Erkek adaylar için askerliğini tamamlamış ya da en az 2 yıl tecilli., ,GÖREV TANIMI, ,·,        ,Gerek yurt içi kaynaklı, gerekse yabancı ortağımızla birlikte yürütülen projelerde yer alınması,·,        ,Bankacılık sektörüne özel risk değerlendirmeye yönelik uygulamaların geliştirilmesi,·,        ,Kredi riski verisinin ETL yöntemleri ile toplanarak validasyon ve raporlama yapılarının geliştirilmesi,·,        ,Teknik tasarım yapılması, teknik tasarımlara uygun olarak ilgili geliştirme platformlarında kodlama yapılması ve birim testlerin gerçekleştirilmesi,,·,        ,Teknolojik gelişmelerin takip edilerek yeni teknolojilerin ve yöntemlerin uygulanması,",Yazılım Geliştirme Mühendisi,banka_sigorta,,,YAPI KREDİ,
